,avg_price,availability_rate,total_revenue,n_of_diff_dates,minimum_stay_mode
53142229,2590.0,0.9610705596107056,41440.0,411,4
46225026,2200.0,1.0,,424,10
8325723,777.7264150943396,0.46462264150943394,168742.0,424,3
53061946,690.0253164556962,0.9316455696202531,11500.0,395,2
38447436,579.5668316831683,0.7747524752475248,69178.0,404,4
22759650,864.0330188679245,1.0,,424,3
53712205,750.0,0.9878345498783455,3750.0,411,2
28223018,562.4433962264151,0.16981132075471697,201878.0,424,2
54067163,121.92924528301887,0.11084905660377359,47004.0,424,1
684175737491387722,299.7641509433962,0.294811320754717,93800.0,424,1
51297764,239.6816037735849,0.30424528301886794,71250.0,424,4
53922141,564.5047169811321,0.9976415094339622,800.0,424,5
21103486,313.9858490566038,0.839622641509434,23210.0,424,7
40306119,387.5495049504951,0.25495049504950495,122150.0,404,3
30785010,483.0660377358491,0.8702830188679245,28360.0,424,1
48182966,2485.8490566037735,0.49292452830188677,531500.0,424,5
41870169,458.1021897810219,0.15815085158150852,136040.0,411,5
687559786645147511,432.87735849056605,0.714622641509434,39000.0,424,3
43601494,559.316037735849,0.33254716981132076,169800.0,424,3
39455639,826.5151515151515,0.9848484848484849,4800.0,396,5
51998239,376.10849056603774,0.7028301886792453,46830.0,424,1
45675384,418.37264150943395,0.35377358490566035,81650.0,424,3
50243281,498.5036496350365,0.5109489051094891,108090.0,411,5
30314062,451.7688679245283,0.12028301886792453,168550.0,424,4
39583346,591.7370517928287,0.0398406374501992,291952.0,502,4
54368585,308.5158150851581,0.9002433090024331,18400.0,411,1
42704327,576.5259433962265,0.9268867924528302,27204.0,424,2
53309335,795.0,0.25235849056603776,252015.0,424,10
679554534263885036,391.50943396226415,0.9834905660377359,3050.0,424,2
39394644,729.7169811320755,0.8985849056603774,29050.0,424,3
51822238,618.1313131313132,0.9015151515151515,30600.0,396,3
40854820,474.22169811320754,0.2429245283018868,128840.0,424,2
36136004,261.65338645418325,0.4103585657370518,56150.0,502,1
729790631478660390,275.30413625304135,0.829683698296837,16660.0,411,2
41143904,1811.6533018867924,0.7523584905660378,189735.0,424,3
53216869,406.29716981132077,0.3466981132075472,113870.0,424,2
54081600,1490.0,0.9811320754716981,11920.0,424,5
613128893836820705,600.0,0.9764150943396226,6000.0,424,1
31169655,264.3042452830189,0.9221698113207547,12805.0,424,3
39176080,1586.7924528301887,0.9599056603773585,25500.0,424,5
22401360,367.9752475247525,0.20544554455445543,95900.0,404,2
53143021,591.5094339622641,0.8797169811320755,29600.0,424,2
53671997,548.3490566037735,0.8702830188679245,32000.0,424,4
52615766,459.4339622641509,1.0,,424,7
32066948,493.8679245283019,0.419811320754717,107080.0,424,3
46775031,945.5357142857143,0.12142857142857143,233700.0,280,7
44256985,455.35377358490564,0.2830188679245283,139070.0,424,5
13522176,1756.2240566037735,0.8372641509433962,143527.0,424,2
13145799,178.8490566037736,0.8938679245283019,8265.0,424,1
53600501,597.5837320574162,0.11961722488038277,219040.0,418,6
41132407,828.7735849056604,0.0,351400.0,424,4
40969000,384.9669811320755,0.14622641509433962,132752.0,424,3
734991572208138176,155.06082725060827,0.9537712895377128,5490.0,411,1
22983456,350.0,0.9708029197080292,4200.0,411,5
623256310488796530,933.9764150943396,1.0,,424,3
48526011,521.654501216545,0.9854014598540146,3000.0,411,7
573027888691871219,894.4476885644768,0.23114355231143552,243926.0,411,3
734843676958831992,329.54545454545456,0.7676767676767676,46480.0,396,2
48699117,504.12735849056605,0.2617924528301887,159190.0,424,2
46529232,938.1313868613139,0.31630170316301703,256882.0,411,5
41452948,731.1435523114355,0.8540145985401459,46180.0,411,8
31050790,947.7594339622641,0.4740566037735849,211850.0,424,5
26898492,374.74747474747477,0.8661616161616161,24870.0,396,3
30910938,369.3938679245283,0.7971698113207547,37151.0,424,4
745632820094188215,892.020202020202,0.7904040404040404,70300.0,396,3
653379118014859383,397.311320754717,0.5070754716981132,86430.0,424,3
684782448665574114,478.08962264150944,0.15566037735849056,179490.0,424,2
32471050,350.0,0.22877358490566038,114450.0,424,3
52172003,202.7979797979798,0.6464646464646465,9757.0,99,2
52731252,369.91745283018867,0.9622641509433962,8665.0,424,1
735732850757918650,822.1897810218978,0.40145985401459855,168988.0,411,5
549056203343531816,618.6084905660377,0.43160377358490565,132830.0,424,3
39105862,516.3915094339623,0.41745283018867924,140350.0,424,5
31116044,247.79310344827587,0.10344827586206896,6487.0,29,1
715454419725399771,724.6462264150944,0.9174528301886793,29000.0,424,5
38450905,1719.811320754717,1.0,,424,8
729528951887746991,518.3941605839416,0.24087591240875914,160193.0,411,3
48539302,404.83490566037733,0.419811320754717,73800.0,424,2
52536959,225.20518867924528,0.294811320754717,64568.0,424,1
38432798,622.2641509433962,0.27122641509433965,202400.0,424,7
22230032,1200.9433962264152,0.9669811320754716,17200.0,424,4
734872495279065394,968.8118811881188,0.30445544554455445,268400.0,404,5
29800671,199.95518867924528,0.10377358490566038,74970.0,424,2
41133347,1076.0,1.0,,424,10
38998610,350.0,0.9811320754716981,2800.0,424,4
41883230,477.00471698113205,0.2429245283018868,150000.0,424,3
39508136,226.60377358490567,0.9976415094339622,220.0,424,1
41746198,247.78301886792454,0.35141509433962265,57330.0,424,2
22370172,756.4622641509434,0.9457547169811321,19750.0,424,6
21545686,249.8183962264151,0.7311320754716981,25750.0,424,2
21471023,1350.0,0.9197080291970803,44550.0,411,8
47055246,601.4177215189874,0.4481012658227848,135200.0,395,4
17034886,267.0731707317073,0.8048780487804879,2105.0,41,2
38616586,409.811320754717,0.9268867924528302,19550.0,424,2
41556526,301.0731132075472,0.9268867924528302,14920.0,424,5
41041896,281.6910377358491,0.33962264150943394,58595.0,424,1
733873082801364150,719.5133819951338,0.145985401459854,268760.0,411,5
53239347,947.7075471698113,0.06367924528301887,385682.0,424,4
42515348,385.08515815085156,0.5547445255474452,70600.0,411,3
24135585,279.5990566037736,0.6061320754716981,65530.0,424,3
719607875703140228,3075.943396226415,0.8254716981132075,238000.0,424,1
40787998,740.3183962264151,0.4716981132075472,158605.0,424,7
52241117,911.6745283018868,0.9599056603773585,21050.0,424,4
54096898,990.0,0.9696969696969697,11880.0,396,1
53972959,1007.8820754716982,0.910377358490566,38035.0,424,2
53040464,198.0188679245283,0.38207547169811323,49770.0,424,3
551188398887253048,1000.0,0.9635036496350365,15000.0,411,2
52517585,506.95754716981133,0.33254716981132076,144700.0,424,4
44554623,563.4306569343066,0.9464720194647201,10700.0,411,2
21924711,1000.0,0.0,42000.0,42,2
53764148,751.1792452830189,0.32547169811320753,225650.0,424,7
47306948,2400.0,0.6533018867924528,352800.0,424,10
728839142527908270,364.3552311435523,0.2944038929440389,105650.0,411,2
30756202,365.6132075471698,0.5707547169811321,75000.0,424,3
684878153906831586,800.0,0.9805352798053528,6400.0,411,7
629467677899929108,1800.0,0.9221698113207547,59400.0,424,1
674665840109609741,251.31386861313868,0.9732360097323601,4520.0,411,1
35912580,279.1240875912409,0.19708029197080293,92110.0,411,2
53046538,639.0330188679245,0.14858490566037735,231500.0,424,3
27201205,520.1179245283018,0.5,121000.0,424,2
32834463,200.0,0.7702020202020202,18200.0,396,8
49690811,2792.2895377128953,0.6253041362530414,489951.0,411,2
742766346462755065,623.1645569620254,0.7468354430379747,82550.0,395,3
604252467686730216,707.2688679245283,0.10377358490566038,279832.0,424,1
53384633,382.47641509433964,0.9787735849056604,4640.0,424,2
39610907,284.60759493670884,0.22784810126582278,88570.0,395,5
21933810,800.6603773584906,0.37264150943396224,216830.0,424,4
47441628,303.2311320754717,0.9386792452830188,10940.0,424,1
29013812,3000.0,0.22877358490566038,981000.0,424,7
53903158,759.9316037735849,0.2688679245283019,182195.0,424,5
46048925,684.3396226415094,0.5,151560.0,424,3
21621339,367.99528301886795,0.8278301886792453,30580.0,424,4
561577604914431329,257.11678832116786,0.19464720194647203,58785.0,411,10
54127075,280.0518867924528,0.2240566037735849,92522.0,424,3
38971311,592.5790754257907,0.6277372262773723,101650.0,411,5
42735835,247.0990566037736,0.5377358490566038,42765.0,424,4
25033518,370.04716981132077,0.3419811320754717,88000.0,424,2
48150450,515.8018867924528,1.0,,424,6
686219121655381875,1864.014598540146,0.9343065693430657,55050.0,411,3
47966333,1066.132075471698,0.8820754716981132,71500.0,424,2
618150693526656201,238.0188679245283,0.8867924528301887,17320.0,424,2
17512358,253.32669322709162,0.24302788844621515,101140.0,502,3
41590719,310.47169811320754,0.27358490566037735,90950.0,424,2
52426754,282.6034063260341,0.4282238442822384,69550.0,411,2
43300431,988.3698296836983,0.9197080291970803,66420.0,411,3
39610744,318.49056603773585,0.8490566037735849,26960.0,424,3
52200210,273.0413625304136,0.17761557177615572,82650.0,411,2
46288390,605.6603773584906,0.9716981132075472,9000.0,424,5
719582128381300195,804.4811320754717,0.9221698113207547,37100.0,424,1
38514587,679.2700729927008,0.41119221411192214,144270.0,411,5
46155970,268.33576642335765,0.9902676399026764,1072.0,411,1
47534961,423.1132075471698,0.46462264150943394,90800.0,424,1
741203625599811412,484.15841584158414,0.9257425742574258,17600.0,404,1
743445498136720362,479.1089108910891,0.801980198019802,38890.0,404,4
4977673,248.56132075471697,0.22641509433962265,81880.0,424,10
748470108899494566,438.2853535353535,0.9722222222222222,7691.0,396,5
22950438,600.0,0.07547169811320754,235200.0,424,5
706490097361787764,890.25,0.23113207547169812,277610.0,424,1
725205326528652381,252.63990267639903,0.2360097323600973,79900.0,411,2
47815499,292.7007299270073,0.9002433090024331,18100.0,411,2
46896012,416.3679245283019,0.9575471698113207,11850.0,424,3
29460395,171.0,0.5882352941176471,4788.0,68,1
48094294,262.12971698113205,0.9764150943396226,4420.0,424,2
53491847,465.2122641509434,0.6273584905660378,59220.0,424,2
51953428,448.1839622641509,0.18867924528301888,144666.0,424,5
29753451,1000.0,1.0,,30,2
53195241,1900.2358490566037,0.9457547169811321,49450.0,424,3
53402694,310.7311320754717,0.9433962264150944,13300.0,424,2
44377998,341.8561320754717,0.44575471698113206,66979.0,424,1
53694666,787.0,0.9858490566037735,4722.0,424,2
39743679,576.2971698113207,0.7900943396226415,54200.0,424,4
45213954,485.0,0.7216981132075472,57580.0,424,4
47542703,232.0990566037736,0.16273584905660377,82350.0,424,1
45435621,2025.4716981132076,0.8679245283018868,118000.0,424,3
53722008,528.5377358490566,0.9858490566037735,6000.0,424,2
32644324,173.58490566037736,0.6108490566037735,32790.0,424,3
46116173,241.32075471698113,0.7547169811320755,34110.0,424,2
52389439,394.57547169811323,0.7783018867924528,34450.0,424,5
46373703,397.6179245283019,0.8797169811320755,32580.0,424,3
41564820,311.3207547169811,0.19339622641509435,107400.0,424,2
52969803,350.3160377358491,0.41745283018867924,99158.0,424,2
51405106,558.0306603773585,0.8726415094339622,44250.0,424,3
42832318,365.26984126984127,0.3492063492063492,16665.0,63,1
621626596784793972,359.1981132075472,0.13443396226415094,135370.0,424,4
46011131,334.7641509433962,0.19103773584905662,112280.0,424,2
40112253,654.9764150943396,0.7971698113207547,43170.0,424,5
53492577,300.2433090024331,0.8905109489051095,22600.0,411,4
40769516,807.6642335766423,1.0,,411,7
39197724,1247.027027027027,0.8108108108108109,9720.0,37,5
35985758,600.0,0.5259433962264151,120600.0,424,7
22162868,159.44811320754718,0.16981132075471697,36008.0,424,2
725181308200077596,750.0,1.0,,424,1
43754654,568.4433962264151,0.5613207547169812,99150.0,424,2
31682871,270.02358490566036,0.2665094339622642,88400.0,424,2
38946788,383.37264150943395,0.4363207547169811,91180.0,424,2
24404503,355.7311320754717,0.8042452830188679,34150.0,424,5
53372578,297.02830188679246,0.9834905660377359,4200.0,424,7
536767025073932298,524.7075471698113,0.9976415094339622,499.0,424,1
43453438,700.0,0.38443396226415094,182700.0,424,5
20798615,350.3649635036496,0.07785888077858881,117900.0,411,5
721008991734845867,483.72641509433964,0.9386792452830188,19100.0,424,1
747045538568804413,279.14141414141415,0.797979797979798,22376.0,396,2
53472952,999.4103773584906,0.9174528301886793,35000.0,424,4
21025393,654.9528301886793,0.8537735849056604,35700.0,424,5
51007809,417.64150943396226,0.9339622641509434,14000.0,424,1
45480718,268.5377358490566,0.8113207547169812,33630.0,424,3
54077016,402.4403892944039,0.975669099756691,4697.0,411,5
740738653501837046,595.1138613861386,0.47277227722772275,117867.0,404,6
539130445821945881,209.0,1.0,,424,3
734169053874890548,358.00742574257424,0.8118811881188119,29550.0,404,2
31505119,381.969696969697,0.8787878787878788,24810.0,396,5
16185213,650.0,0.9575471698113207,11700.0,424,7
52837620,1386.0849056603774,0.8891509433962265,77350.0,424,1
29074384,707.0990566037735,0.1320754716981132,258210.0,424,5
53592531,595.6603773584906,0.11320754716981132,225680.0,424,2
753432726035802138,819.1011235955057,1.0,,89,5
41409542,5000.0,0.27358490566037735,1540000.0,424,20
40158005,980.0,0.25235849056603776,310660.0,424,7
30493854,629.1981132075472,0.125,238100.0,424,5
23693371,655.669099756691,0.5304136253041363,180730.0,411,3
39498604,1147.6415094339623,0.44339622641509435,268400.0,424,3
46719903,410.3419811320755,0.875,25725.0,424,3
41011569,600.0,0.13138686131386862,214200.0,411,3
51975323,776.7639902676399,0.9829683698296837,8750.0,411,3
35863043,900.0,0.9292452830188679,27000.0,424,5
53841961,339.24528301886795,0.9292452830188679,15400.0,424,5
39414948,468.1132075471698,0.39858490566037735,112240.0,424,2
748498249873849852,455.6186868686869,0.4797979797979798,90328.0,396,2
46298683,764.8584905660377,0.9787735849056604,7860.0,424,2
45672403,553.8584905660377,0.8231132075471698,47650.0,424,2
744316645679535513,569.5949367088608,0.4582278481012658,105590.0,395,2
47221647,73.57311320754717,0.37735849056603776,19665.0,424,2
40999104,716.5094339622641,0.4386792452830189,166600.0,424,6
565917175006296984,254.9929245283019,0.33254716981132076,73738.0,424,2
8936081,402.2506082725061,0.3722627737226277,94700.0,411,7
47561292,230.375,0.06367924528301887,92603.0,424,3
667497066181493943,371.13443396226415,0.3632075471698113,84549.0,424,2
47050907,266.27594936708863,0.3569620253164557,67528.0,395,5
3975503,748.183962264151,0.20047169811320756,257520.0,424,3
738567854744760744,524.4949494949495,0.7828282828282829,50200.0,396,5
706488977363348198,493.3632075471698,0.14386792452830188,173333.0,424,1
712957378943503958,600.0,0.3584905660377358,163200.0,424,5
47025436,123.5,1.0,,424,3
716036257834809292,850.9873417721519,0.9822784810126582,5860.0,395,1
16717671,300.0,0.5094339622641509,62400.0,424,4
23523034,318.58490566037733,0.7570754716981132,42690.0,424,3
684971452499460407,2964.622641509434,0.2688679245283019,930000.0,424,3
53603293,450.0,0.6108490566037735,74250.0,424,4
673826267743797671,594.811320754717,0.8773584905660378,51850.0,424,3
30085847,520.2358490566038,0.31839622641509435,153230.0,424,3
748903663412694742,231.97215189873418,0.04050632911392405,88025.0,395,1
725923160711616741,1937.113924050633,0.9493670886075949,24000.0,395,2
54165526,404.7169811320755,1.0,,424,10
4758094,395.0924574209246,0.009732360097323601,161187.0,411,3
20563444,129.76415094339623,0.0660377358490566,46360.0,424,3
45866072,380.0,0.9599056603773585,6460.0,424,5
41926345,670.0471698113207,0.9433962264150944,21900.0,424,7
53133078,636.7924528301887,0.9316037735849056,22050.0,424,2
739006815344684109,941.4232673267327,0.9455445544554455,21829.0,404,5
43827232,120.0,0.9905660377358491,480.0,424,2
24982012,558.272506082725,0.4306569343065693,130300.0,411,7
38319706,338.27830188679246,0.9740566037735849,3290.0,424,2
584684030614962169,280.4306930693069,0.5074257425742574,43300.0,404,3
744274560391046240,959.3434343434343,1.0,,396,1
676709433348717720,351.8867924528302,0.5825471698113207,87100.0,424,2
53273749,944.811320754717,0.7382075471698113,104600.0,424,7
52434393,666.4150943396227,0.4811320754716981,150600.0,424,5
39702236,255.4245283018868,0.8372641509433962,17750.0,424,1
687742022165487214,555.5474452554745,0.9635036496350365,7680.0,411,30
16023360,180.0,0.32860520094562645,51120.0,423,3
731728470438193392,977.8465346534654,0.4900990099009901,205850.0,404,7
16707075,800.0,0.9834905660377359,5600.0,424,7
53774607,2000.0,1.0,,424,10
580407424598756855,391.9951338199513,0.7737226277372263,41940.0,411,3
38843637,1519.1037735849056,0.9575471698113207,34000.0,424,5
47290329,360.6132075471698,0.7429245283018868,42400.0,424,5
29897264,1011.5566037735849,1.0,,424,10
49458831,730.4963503649635,0.8345498783454988,97077.0,411,5
40941204,400.5449591280654,0.1008174386920981,115500.0,367,3
46329896,1053.1386861313867,0.13381995133819952,391830.0,411,5
37494985,505.5542452830189,0.17688679245283018,174670.0,424,2
39820707,800.0,0.4834905660377358,175200.0,424,3
738864581270788250,493.8560606060606,0.3005050505050505,120202.0,396,1
709463566641870986,236.54716981132074,0.08018867924528301,74625.0,424,1
15980108,1500.4716981132076,0.3915094339622642,387200.0,424,8
30491733,607.5,0.8773584905660378,40450.0,424,4
721156790377890389,240.91981132075472,0.8915094339622641,14820.0,424,1
34870196,357.4292452830189,0.9693396226415094,4400.0,424,1
9486809,313.0660377358491,0.29245283018867924,85410.0,424,3
53778044,290.47169811320754,0.6297169811320755,41660.0,424,2
770253667040513836,894.141689373297,0.9754768392370572,7950.0,367,4
738997212246318088,247.54950495049505,0.17326732673267325,82510.0,404,2
41076926,1100.0,0.31785714285714284,210100.0,280,7
46866680,412.6179245283019,0.19339622641509435,138300.0,424,2
708045427082372124,996.4599056603773,0.9575471698113207,18200.0,424,1
53865372,769.0070754716982,0.5070754716981132,151712.0,424,2
45912139,600.0,0.5495283018867925,114600.0,424,1
52768533,2523.5849056603774,1.0,,424,5
40206592,554.6462264150944,0.03773584905660377,225890.0,424,5
675157595421753060,2082.7586206896553,0.6206896551724138,21000.0,29,6
27388340,811.6745283018868,0.419811320754717,181240.0,424,3
557867403241922176,302.35849056603774,0.8419811320754716,26900.0,424,2
41054704,349.0,0.9646464646464646,4886.0,396,2
22644446,1816.0377358490566,0.3867924528301887,444000.0,424,7
16433733,401.58415841584156,0.7995049504950495,32400.0,404,1
20014261,492.0518867924528,0.2358490566037736,164070.0,424,7
40289385,1741.2735849056603,0.8726415094339622,119500.0,424,2
730503580289648392,809.6107055961071,0.2773722627737226,268350.0,411,3
618239626698363789,932.603406326034,0.6545012165450121,131900.0,411,7
32463682,150.61320754716982,0.22877358490566038,49050.0,424,2
29381085,842.3349056603773,0.4033018867924528,214100.0,424,7
53807119,1006.6981132075472,0.9716981132075472,20400.0,424,5
42153986,557.96875,0.625,11200.0,64,2
19484857,640.2665094339623,0.9669811320754716,17486.0,424,3
722502307424059072,230.2970297029703,0.745049504950495,23470.0,404,7
46327364,250.3066037735849,0.05660377358490566,100295.0,424,6
35481220,519.372641509434,0.3938679245283019,127986.0,424,2
47254288,290.4481132075472,0.8938679245283019,11990.0,424,2
41817279,411.0899182561308,0.40054495912806537,91710.0,367,3
31441134,906.3443396226415,0.49292452830188677,193480.0,424,5
53181571,873.1021897810219,0.45742092457420924,208759.0,411,2
747853702865716845,612.7868852459017,0.45901639344262296,47300.0,122,5
22406201,162.4009900990099,0.9381188118811881,4750.0,404,4
521711579381893446,417.4114441416894,0.08991825613079019,139990.0,367,3
53587609,590.4481132075472,0.9929245283018868,1550.0,424,2
40895367,412.0,1.0,,404,31
48027172,494.75943396226415,0.9268867924528302,18600.0,424,7
51813436,256.60377358490564,0.4339622641509434,60990.0,424,1
53167256,429.10377358490564,0.24528301886792453,138390.0,424,2
37708447,965.8018867924528,0.3160377358490566,292250.0,424,2
664454396350780979,403.77358490566036,0.9481132075471698,10100.0,424,1
766568507152640348,980.0,0.9727520435967303,9800.0,367,5
31278015,559.433962264151,0.4834905660377358,121950.0,424,4
20863370,641.0778301886793,0.7924528301886793,82272.0,424,6
747912914608461204,145.7828282828283,0.9823232323232324,920.0,396,1
44850705,849.0566037735849,0.03537735849056604,331200.0,424,10
768701465166211176,953.0,0.04904632152588556,332597.0,367,10
749106221633019238,1003.7373737373738,0.98989898989899,4000.0,396,1
53774942,2200.0,0.9834905660377359,15400.0,424,5
695565459287167206,2508.254716981132,1.0,,424,2
599113560319545877,430.0486618004866,0.7615571776155717,37240.0,411,3
763878931679977300,1006.5395095367847,0.9863760217983651,5000.0,367,1
584014757609045208,200.99056603773585,0.18396226415094338,71100.0,424,1
41799727,499.0,0.9740566037735849,5489.0,424,1
769461318721075633,704.9046321525885,0.8828337874659401,30100.0,367,1
32424370,953.7735849056604,0.9858490566037735,5700.0,424,5
52337033,450.70754716981133,0.16037735849056603,161590.0,424,4
27582707,650.0,0.9150943396226415,23400.0,424,10
47173935,682.9103773584906,0.294811320754717,199620.0,424,4
26895628,807.5471698113207,0.5165094339622641,190970.0,424,2
54070061,1500.0,1.0,,424,10
53685754,680.5259433962265,0.25943396226415094,215381.0,424,3
39950678,933.0048661800487,0.6082725060827251,161505.0,411,2
50097179,1320.0,1.0,,424,381
52884842,1847.7594339622642,0.4481132075471698,443400.0,424,5
46510662,1355.2594339622642,1.0,,424,11
756694136313805463,380.29972752043597,0.997275204359673,540.0,367,2
32547411,171.91037735849056,0.8160377358490566,19400.0,424,2
705726711243312425,138.2311320754717,0.8514150943396226,18900.0,424,1
52387636,346.7171717171717,0.7727272727272727,30200.0,396,7
52370303,613.561320754717,0.8018867924528302,52380.0,424,7
22014712,975.990099009901,0.0,394300.0,404,4
763877808347292910,550.0,0.9700272479564033,6050.0,367,3
54237040,580.4245283018868,0.9386792452830188,17900.0,424,3
53547226,1053.301886792453,0.8443396226415094,68200.0,424,7
53627363,400.0,0.29245283018867924,120000.0,424,4
41434073,240.46228710462287,0.17518248175182483,86155.0,411,1
725287076784390348,798.960396039604,0.9306930693069307,26900.0,404,3
742505084037069302,588.9381188118812,0.8910891089108911,13043.0,404,3
46990438,504.33962264150944,0.625,84760.0,424,4
745647166195033323,255.8838383838384,0.08333333333333333,91020.0,396,1
22810332,352.87735849056605,0.9033018867924528,14960.0,424,4
41677540,734.0841584158416,0.9801980198019802,6600.0,404,5
47513940,980.0,0.5165094339622641,200900.0,424,3
25165914,628.6616161616162,0.9873737373737373,2850.0,396,2
44698040,522.9481132075472,0.32075471698113206,156450.0,424,3
31859744,421.1792452830189,0.3867924528301887,100770.0,424,2
39532664,364.75235849056605,0.41273584905660377,77745.0,424,2
52873469,304.4339622641509,0.9268867924528302,13920.0,424,2
771206653555577778,899.6730245231607,0.6457765667574932,117000.0,367,2
38824444,114.62264150943396,0.5919811320754716,20030.0,424,1
747077524859752875,992.7848101265823,1.0,,395,10
748562139527741803,1205.6962025316457,0.9443037974683545,26400.0,395,1
46017718,604.9056603773585,0.9551886792452831,12700.0,424,5
39051477,1422.6415094339623,0.5400943396226415,270600.0,424,3
16192299,800.0,0.5801886792452831,142400.0,424,3
46101184,800.0,0.9811320754716981,6400.0,424,7
40400432,456.08490566037733,0.36792452830188677,124540.0,424,2
32965564,452.12264150943395,0.8584905660377359,28530.0,424,3
21608050,250.0,0.0,101000.0,404,7
47274994,1200.0,1.0,,424,5
745452304400007150,1281.139240506329,1.0,,395,1
21280090,797.877358490566,0.35141509433962265,212550.0,424,2
40237010,400.0,0.8537735849056604,24800.0,424,2
649206843715415531,315.99528301886795,0.3608490566037736,74392.0,424,3
41271947,850.0,0.9811320754716981,6800.0,424,8
45910811,2700.0,0.9673024523160763,32400.0,367,10
40552765,328.3490566037736,0.5165094339622641,63500.0,424,7
40299948,350.6839622641509,1.0,,424,30
746338647684313347,247.51767676767676,0.24494949494949494,68381.0,396,2
21622210,1900.0,0.9787735849056604,17100.0,424,7
41008210,550.0,0.9732360097323601,6050.0,411,15
10969271,1236.3868613138686,0.8856447688564477,66991.0,411,7
40586927,401.60377358490564,0.6933962264150944,52000.0,424,4
32609979,362.287104622871,0.5109489051094891,76220.0,411,2
558719049557411759,700.0,0.9834905660377359,4900.0,424,3
47130787,2000.0,0.7924528301886793,176000.0,424,7
21397811,458.561320754717,0.5448113207547169,81950.0,424,4
744990667871267205,71.78282828282828,0.24494949494949494,17854.0,396,5
22400948,1500.0,1.0,,41,1
54264867,627.6650943396227,0.42452830188679247,148880.0,424,6
54145466,1940.5940594059407,0.2722772277227723,582000.0,404,3
47274874,1000.0,0.9764150943396226,10000.0,424,4
47052262,583.9433962264151,0.9150943396226415,15630.0,424,5
552951849918263899,400.0,0.9457547169811321,9200.0,424,1
40838666,600.0,0.9976415094339622,600.0,424,1
628270160914021952,900.0,0.8828337874659401,38700.0,367,5
53885992,830.7901907356949,0.07901907356948229,274400.0,367,3
704308719709301519,500.0,0.9433962264150944,12000.0,424,1
44165129,563.3490566037735,0.9834905660377359,7350.0,424,3
31084280,950.0,0.20754716981132076,319200.0,424,7
756559950023917974,968.8964577656676,0.5177111716621253,171585.0,367,2
743290246112415428,999.9752475247525,0.9356435643564357,26190.0,404,3
30564287,722.877358490566,0.7948113207547169,53600.0,424,7
23068512,332.11678832116786,0.8661800486618005,21450.0,411,2
769483745740962085,350.0,0.1880108991825613,104300.0,367,3
40964938,162.32311320754718,0.7287735849056604,16800.0,424,1
26839303,306.6509433962264,0.8915094339622641,22220.0,424,2
680547712751833980,1010.0,0.7193396226415094,120190.0,424,10
22256769,566.559405940594,0.9702970297029703,8450.0,404,5
714437917071118647,757.070707070707,0.9646464646464646,11700.0,396,5
556460074386673858,232.8066037735849,0.4221698113207547,62910.0,424,1
52772728,1500.0,0.9811320754716981,12000.0,424,4
16309188,501.8632075471698,0.3466981132075472,143100.0,424,7
32157308,746.877358490566,0.294811320754717,241801.0,424,3
54378339,700.0,0.8844339622641509,34300.0,424,1
754382154247731948,954.9046321525885,0.9836512261580381,6600.0,367,1
734317980236725351,3200.0,1.0,,367,7
52351999,1119.433962264151,0.9033018867924528,53340.0,424,4
767121137966424679,603.5422343324251,0.16348773841961853,184200.0,367,5
47274661,239.4160583941606,0.8588807785888077,18320.0,411,2
680236934453084779,600.0,0.9575471698113207,10800.0,424,1
47729401,1000.0,0.9174528301886793,35000.0,424,7
41215692,1200.0,1.0,,424,5
53343878,492.17452830188677,0.9316037735849056,20050.0,424,7
53881080,1052.970297029703,0.9851485148514851,9600.0,404,6
733855907068114161,650.9732360097323,0.12408759124087591,234000.0,411,2
37989675,337.6179245283019,0.9080188679245284,16850.0,424,1
40616698,1000.0,0.9787735849056604,9000.0,424,3
53812611,700.0,0.5919811320754716,121100.0,424,2
46275825,779.0190735694823,0.05722070844686648,273750.0,367,7
46524716,367.24056603773585,0.44575471698113206,84030.0,424,2
44165747,541.6981132075472,0.8490566037735849,39240.0,424,3
41404141,690.0,0.45202020202020204,149730.0,396,5
53904296,401.41509433962267,0.16981132075471697,141300.0,424,3
659262137039564317,1092.6980198019803,0.9133663366336634,88000.0,404,1
681139047695558927,821.0683962264151,0.18396226415094338,328948.0,424,2
581234427329066718,276.82547169811323,0.9410377358490566,9388.0,424,2
53352511,841.9811320754717,0.1650943396226415,308000.0,424,5
47486746,550.0,0.5117924528301887,113850.0,424,4
53110869,1600.0,0.21428571428571427,352000.0,280,7
16791584,293.27830188679246,0.5754716981132075,52320.0,424,2
31560419,402.5943396226415,0.6320754716981132,62949.0,424,5
40834982,666.3242574257425,0.4306930693069307,150660.0,404,2
29302246,176.15330188679246,0.375,28750.0,424,2
49050392,549.4292452830189,0.17688679245283018,190635.0,424,5
46604124,2546.0377358490564,0.9858490566037735,15320.0,424,1
41003097,580.1485148514852,0.04702970297029703,223830.0,404,5
49241635,415.2948113207547,0.8561320754716981,32500.0,424,3
29484679,615.566037735849,0.9056603773584906,24600.0,424,5
561392888536380944,1140.9433962264152,0.9976415094339622,1200.0,424,1
705798511778920842,264.3867924528302,0.7665094339622641,30950.0,424,2
40986418,718.8679245283018,0.9740566037735849,7700.0,424,6
690082923718735718,340.75471698113205,0.15566037735849056,111430.0,424,1
47471658,1020.247641509434,0.9952830188679245,1998.0,424,1
41687542,600.0,0.12264150943396226,223200.0,424,4
